,subj,book,acc_level,subj_acc_level,confidence,difficulty,familiarity,recognition,interest,pressured,sleepiness,sleephours,sex,native
77,msd024,flytrap,1,1,0,0,0,0,1,1,0,0,1,1
77,msd024,flytrap,1,1,0,0,0,0,1,1,0,0,1,1
77,msd024,flytrap,1,1,0,0,0,0,1,1,0,0,1,1
77,msd024,flytrap,1,1,0,0,0,0,1,1,0,0,1,1
77,msd024,flytrap,1,1,0,0,0,0,1,1,0,0,1,1
77,msd024,flytrap,1,1,0,0,0,0,1,1,0,0,1,1
77,msd024,flytrap,1,1,0,0,0,0,1,1,0,0,1,1
77,msd024,flytrap,1,1,0,0,0,0,1,1,0,0,1,1
77,msd024,flytrap,1,1,0,0,0,0,1,1,0,0,1,1
77,msd024,flytrap,1,1,0,0,0,0,1,1,0,0,1,1
77,msd024,flytrap,1,1,0,0,0,0,1,1,0,0,1,1
77,msd024,flytrap,1,1,0,0,0,0,1,1,0,0,1,1
77,msd024,flytrap,1,1,0,0,0,0,1,1,0,0,1,1
77,msd024,flytrap,1,1,0,0,0,0,1,1,0,0,1,1
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
80,msd025,dickens,1,1,1,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
82,msd025,genome,0,1,0,0,0,0,1,1,0,1,1,0
84,msd026,dickens,1,1,1,0,0,0,1,0,1,1,1,1
84,msd026,dickens,1,1,1,0,0,0,1,0,1,1,1,1
84,msd026,dickens,1,1,1,0,0,0,1,0,1,1,1,1
84,msd026,dickens,1,1,1,0,0,0,1,0,1,1,1,1
84,msd026,dickens,1,1,1,0,0,0,1,0,1,1,1,1
84,msd026,dickens,1,1,1,0,0,0,1,0,1,1,1,1
84,msd026,dickens,1,1,1,0,0,0,1,0,1,1,1,1
84,msd026,dickens,1,1,1,0,0,0,1,0,1,1,1,1
84,msd026,dickens,1,1,1,0,0,0,1,0,1,1,1,1
84,msd026,dickens,1,1,1,0,0,0,1,0,1,1,1,1
84,msd026,dickens,1,1,1,0,0,0,1,0,1,1,1,1
84,msd026,dickens,1,1,1,0,0,0,1,0,1,1,1,1
84,msd026,dickens,1,1,1,0,0,0,1,0,1,1,1,1
84,msd026,dickens,1,1,1,0,0,0,1,0,1,1,1,1
84,msd026,dickens,1,1,1,0,0,0,1,0,1,1,1,1
84,msd026,dickens,1,1,1,0,0,0,1,0,1,1,1,1
84,msd026,dickens,1,1,1,0,0,0,1,0,1,1,1,1
84,msd026,dickens,1,1,1,0,0,0,1,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
85,msd026,flytrap,1,1,1,0,0,0,0,0,1,1,1,1
89,msd027,flytrap,1,1,0,0,1,0,1,0,1,1,0,1
89,msd027,flytrap,1,1,0,0,1,0,1,0,1,1,0,1
89,msd027,flytrap,1,1,0,0,1,0,1,0,1,1,0,1
89,msd027,flytrap,1,1,0,0,1,0,1,0,1,1,0,1
89,msd027,flytrap,1,1,0,0,1,0,1,0,1,1,0,1
89,msd027,flytrap,1,1,0,0,1,0,1,0,1,1,0,1
89,msd027,flytrap,1,1,0,0,1,0,1,0,1,1,0,1
89,msd027,flytrap,1,1,0,0,1,0,1,0,1,1,0,1
89,msd027,flytrap,1,1,0,0,1,0,1,0,1,1,0,1
89,msd027,flytrap,1,1,0,0,1,0,1,0,1,1,0,1
89,msd027,flytrap,1,1,0,0,1,0,1,0,1,1,0,1
89,msd027,flytrap,1,1,0,0,1,0,1,0,1,1,0,1
89,msd027,flytrap,1,1,0,0,1,0,1,0,1,1,0,1
89,msd027,flytrap,1,1,0,0,1,0,1,0,1,1,0,1
89,msd027,flytrap,1,1,0,0,1,0,1,0,1,1,0,1
89,msd027,flytrap,1,1,0,0,1,0,1,0,1,1,0,1
89,msd027,flytrap,1,1,0,0,1,0,1,0,1,1,0,1
89,msd027,flytrap,1,1,0,0,1,0,1,0,1,1,0,1
91,msd027,northpole,1,1,0,1,0,0,0,0,0,1,0,1
91,msd027,northpole,1,1,0,1,0,0,0,0,0,1,0,1
91,msd027,northpole,1,1,0,1,0,0,0,0,0,1,0,1
91,msd027,northpole,1,1,0,1,0,0,0,0,0,1,0,1
91,msd027,northpole,1,1,0,1,0,0,0,0,0,1,0,1
91,msd027,northpole,1,1,0,1,0,0,0,0,0,1,0,1
91,msd027,northpole,1,1,0,1,0,0,0,0,0,1,0,1
91,msd027,northpole,1,1,0,1,0,0,0,0,0,1,0,1
91,msd027,northpole,1,1,0,1,0,0,0,0,0,1,0,1
91,msd027,northpole,1,1,0,1,0,0,0,0,0,1,0,1
91,msd027,northpole,1,1,0,1,0,0,0,0,0,1,0,1
91,msd027,northpole,1,1,0,1,0,0,0,0,0,1,0,1
91,msd027,northpole,1,1,0,1,0,0,0,0,0,1,0,1
91,msd027,northpole,1,1,0,1,0,0,0,0,0,1,0,1
91,msd027,northpole,1,1,0,1,0,0,0,0,0,1,0,1
91,msd027,northpole,1,1,0,1,0,0,0,0,0,1,0,1
91,msd027,northpole,1,1,0,1,0,0,0,0,0,1,0,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
92,msd028,dickens,0,1,1,0,0,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
93,msd028,flytrap,1,1,1,0,1,0,1,0,0,0,1,1
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
96,msd030,dickens,1,0,1,0,1,0,1,0,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
98,msd030,genome,0,0,0,0,0,0,0,1,0,0,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
101,msd031,flytrap,1,0,0,1,0,0,1,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
103,msd031,northpole,0,0,0,1,0,0,0,1,1,1,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
105,msd032,flytrap,1,0,1,1,0,0,0,0,0,0,1,0
106,msd032,genome,0,0,1,1,0,0,0,0,0,0,1,0
106,msd032,genome,0,0,1,1,0,0,0,0,0,0,1,0
106,msd032,genome,0,0,1,1,0,0,0,0,0,0,1,0
106,msd032,genome,0,0,1,1,0,0,0,0,0,0,1,0
106,msd032,genome,0,0,1,1,0,0,0,0,0,0,1,0
106,msd032,genome,0,0,1,1,0,0,0,0,0,0,1,0
106,msd032,genome,0,0,1,1,0,0,0,0,0,0,1,0
106,msd032,genome,0,0,1,1,0,0,0,0,0,0,1,0
106,msd032,genome,0,0,1,1,0,0,0,0,0,0,1,0
106,msd032,genome,0,0,1,1,0,0,0,0,0,0,1,0
106,msd032,genome,0,0,1,1,0,0,0,0,0,0,1,0
106,msd032,genome,0,0,1,1,0,0,0,0,0,0,1,0
106,msd032,genome,0,0,1,1,0,0,0,0,0,0,1,0
106,msd032,genome,0,0,1,1,0,0,0,0,0,0,1,0
106,msd032,genome,0,0,1,1,0,0,0,0,0,0,1,0
106,msd032,genome,0,0,1,1,0,0,0,0,0,0,1,0
106,msd032,genome,0,0,1,1,0,0,0,0,0,0,1,0
106,msd032,genome,0,0,1,1,0,0,0,0,0,0,1,0
106,msd032,genome,0,0,1,1,0,0,0,0,0,0,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
109,msd033,flytrap,0,0,1,0,1,0,0,0,0,1,1,0
