RECORDING_SESSION_LABEL,INDEX,AVERAGE_BLINK_DURATION,AVERAGE_FIXATION_DURATION,SD_FIXATION_DURATION,AVERAGE_SACCADE_AMPLITUDE,SD_SACCADE_AMPLITUDE,BLINK_COUNT,FIXATION_COUNT,PUPIL_SIZE_MEAN,SACCADE_COUNT,VISITED_INTEREST_AREA_COUNT,Session_Name_,Trial_Index_,Trial_Recycled_,type,book_name,book,page,total_page,RT,answer,correct_answer,page_name
msd021,43,,208.6,80.84,3.17,4.03,0,25,1686.99,24,18,msd021,43,False,reading,genome,3,6,6,5821.86939947,0,-99,reading-genome-6
msd021,44,210.83,188.76,74.5,4.03,2.72,12,106,1915.46,106,,msd021,44,False,question,genome,3,1,13,26324.6703995,1,1,question-genome-1
msd021,45,502.00,217.18,132.6,3.24,3.83,2,38,1920.97,37,,msd021,45,False,question,genome,3,2,13,10366.3013995,3,3,question-genome-2
msd021,46,341.00,186.43,97.4,4.77,4.21,2,67,1786.69,66,,msd021,46,False,question,genome,3,3,13,15464.4963995,2,2,question-genome-3
msd021,47,661.00,170.48,53.49,4.49,3.35,1,40,1848.38,39,,msd021,47,False,question,genome,3,4,13,8841.14139947,1,1,question-genome-4
msd021,48,165.22,204.74,86.78,4.48,3.64,9,118,1790.25,118,,msd021,48,False,question,genome,3,5,13,29855.5163995,2,2,question-genome-5
msd021,49,704.00,153.45,71.88,3.98,2.45,1,11,1963.7,10,,msd021,49,False,question,genome,3,6,13,2738.07739947,2,-99,question-genome-6
msd021,50,843.00,161.6,30.24,4.63,1.44,1,10,1945.08,9,,msd021,50,False,question,genome,3,7,13,2763.15139947,4,-99,question-genome-7
msd021,51,797.00,175.85,83.14,4.30,2.33,1,13,1947.49,12,,msd021,51,False,question,genome,3,8,13,3479.59539947,2,-99,question-genome-8
msd021,52,,152.14,79.78,5.15,2.70,0,7,1675.34,6,,msd021,52,False,question,genome,3,9,13,1247.75239947,2,-99,question-genome-9
msd021,53,804.00,173.25,47.6,3.57,2.41,1,8,1618.34,7,,msd021,53,False,question,genome,3,10,13,2366.08539947,2,-99,question-genome-10
msd021,54,903.00,125.45,53.74,4.09,2.53,1,11,1718.47,10,,msd021,54,False,question,genome,3,11,13,2585.67239947,4,-99,question-genome-11
msd021,55,804.00,192.4,51.64,3.05,2.06,1,5,1799.01,5,,msd021,55,False,question,genome,3,12,13,1893.54639947,4,-99,question-genome-12
msd021,56,618.00,194.86,76.29,4.44,2.66,1,7,1791.04,7,,msd021,56,False,question,genome,3,13,13,2158.58039947,3,-99,question-genome-13
msd021,57,,209.05,104.89,5.31,5.60,0,132,1636.36,131,84,msd021,57,True,reading,northpole,4,1,5,32154.2313995,1,-99,reading-northpole-1
msd021,58,68.67,212.16,147.97,4.36,5.41,3,83,1668.76,82,67,msd021,58,True,reading,northpole,4,2,5,20533.3033995,1,-99,reading-northpole-2
msd021,59,68.83,218.36,92.31,4.64,5.61,6,91,1596.06,90,72,msd021,59,True,reading,northpole,4,3,5,23737.7273995,1,-99,reading-northpole-3
msd021,60,100.50,214.3,85.35,4.11,5.31,2,105,1604.89,104,81,msd021,60,True,reading,northpole,4,4,5,25851.2313995,1,-99,reading-northpole-4
msd021,61,92.75,220.71,84.84,4.31,4.72,4,48,1530.92,47,33,msd021,61,False,reading,northpole,4,5,5,12514.3923995,0,-99,reading-northpole-5
msd021,62,263.00,200.17,90.14,4.43,3.39,8,77,1890.34,76,,msd021,62,False,question,northpole,4,1,13,20280.0023995,3,3,question-northpole-1
msd021,63,323.33,185.23,60.46,5.61,4.97,3,146,1707.2,145,,msd021,63,False,question,northpole,4,2,13,33406.8153995,3,3,question-northpole-2
msd021,64,242.89,209.27,96.63,4.26,3.68,9,77,1848.93,76,,msd021,64,False,question,northpole,4,3,13,21077.1793995,3,1,question-northpole-3
msd021,65,303.00,211.74,86.72,2.94,2.63,3,53,1731.37,52,,msd021,65,False,question,northpole,4,4,13,13592.7373995,2,2,question-northpole-4
msd021,66,463.50,180.96,64.09,5.34,4.96,2,68,1729.67,67,,msd021,66,False,question,northpole,4,5,13,15652.3083995,4,4,question-northpole-5
msd021,67,984.00,182.18,61.52,4.45,4.14,1,11,1732.79,10,,msd021,67,False,question,northpole,4,6,13,3316.12639947,3,-99,question-northpole-6
msd021,68,663.00,169.58,74.76,3.85,4.35,1,19,1705.57,18,,msd021,68,False,question,northpole,4,7,13,4445.83139947,3,-99,question-northpole-7
msd021,69,754.00,186.91,102.48,4.72,2.06,1,11,1753.79,10,,msd021,69,False,question,northpole,4,8,13,3180.71739947,4,-99,question-northpole-8
msd021,70,606.00,167.25,20.35,4.32,2.78,1,4,1512.13,4,,msd021,70,False,question,northpole,4,9,13,1417.79639947,2,-99,question-northpole-9
msd021,71,739.00,149.64,56.55,4.90,3.22,1,11,1668.72,10,,msd021,71,False,question,northpole,4,10,13,2774.89039947,4,-99,question-northpole-10
msd021,72,903.00,139.11,35.38,3.77,1.80,1,9,1668.77,9,,msd021,72,False,question,northpole,4,11,13,2436.25039947,3,-99,question-northpole-11
msd021,73,418.50,178.85,135.35,3.66,1.78,2,13,1707.07,12,,msd021,73,False,question,northpole,4,12,13,3618.86139947,4,-99,question-northpole-12
msd021,74,320.00,164.14,36.88,3.75,2.01,2,7,1525.28,8,,msd021,74,False,question,northpole,4,13,13,2012.59939947,3,-99,question-northpole-13
msd022,1,133.33,223.54,85.77,3.80,5.24,3,137,1078.1,136,100,msd022,1,True,reading,flytrap,2,1,6,35222.5517504,1,-99,reading-flytrap-1
msd022,2,103.75,206.52,68.96,3.59,5.07,4,132,1006.96,131,95,msd022,2,True,reading,flytrap,2,2,6,31501.3247504,1,-99,reading-flytrap-2
msd022,3,115.50,222.28,87.97,3.60,5.19,6,184,971.7,183,92,msd022,3,True,reading,flytrap,2,3,6,47035.9557504,1,-99,reading-flytrap-3
msd022,4,117.00,212.83,76.15,4.01,5.27,5,216,1015.95,215,91,msd022,4,True,reading,flytrap,2,4,6,53267.9607504,1,-99,reading-flytrap-4
msd022,5,147.80,216.57,80.16,3.93,5.43,5,175,974.78,174,82,msd022,5,True,reading,flytrap,2,5,6,43949.7227504,1,-99,reading-flytrap-5
msd022,6,134.00,226.81,87.56,4.06,5.32,5,201,959.25,200,79,msd022,6,True,reading,flytrap,2,6,6,52462.4817504,1,-99,reading-flytrap-6
msd022,7,,205.82,63.05,5.97,6.47,0,39,1045.25,38,28,msd022,7,False,reading,flytrap,2,6,6,9385.30375043,0,-99,reading-flytrap-6
msd022,8,394.33,196.51,70.26,4.28,4.80,3,101,1072.96,100,,msd022,8,False,question,flytrap,2,1,13,24233.8317504,1,1,question-flytrap-1
msd022,9,525.40,212.81,79.84,4.20,4.37,5,115,1002.67,114,,msd022,9,False,question,flytrap,2,2,13,30761.2497504,3,3,question-flytrap-2
msd022,10,302.50,206.32,70.18,4.13,4.76,4,165,995.5,164,,msd022,10,False,question,flytrap,2,3,13,40623.4417504,4,4,question-flytrap-3
msd022,11,242.83,225.62,85.17,3.65,4.75,6,197,991.91,197,,msd022,11,False,question,flytrap,2,4,13,51789.4897504,2,2,question-flytrap-4
msd022,12,487.67,220.65,90.68,4.15,4.64,3,156,939.15,156,,msd022,12,False,question,flytrap,2,5,13,40722.2937504,3,2,question-flytrap-5
msd022,13,513.50,177.27,69.05,4.94,4.85,2,26,1047.61,25,,msd022,13,False,question,flytrap,2,6,13,6708.07675043,3,-99,question-flytrap-6
msd022,14,1061.25,196.14,87.42,4.48,4.22,4,50,1033.51,49,,msd022,14,False,question,flytrap,2,7,13,15780.9217504,3,-99,question-flytrap-7
msd022,15,953.00,165.55,57.93,3.71,3.58,1,22,1067.62,21,,msd022,15,False,question,flytrap,2,8,13,5178.21575043,4,-99,question-flytrap-8
msd022,16,1300.00,146.7,51.37,4.89,4.16,1,10,951.55,10,,msd022,16,False,question,flytrap,2,9,13,3062.33075043,2,-99,question-flytrap-9
msd022,17,1026.00,157.0,38.17,3.45,1.86,1,11,925.43,11,,msd022,17,False,question,flytrap,2,10,13,3046.75975043,4,-99,question-flytrap-10
msd022,18,853.00,181.21,55.45,2.80,1.70,1,14,1041.85,13,,msd022,18,False,question,flytrap,2,11,13,3746.72575043,2,-99,question-flytrap-11
msd022,19,903.00,161.53,70.22,3.81,2.59,1,17,1032.42,16,,msd022,19,False,question,flytrap,2,12,13,4143.57075043,3,-99,question-flytrap-12
msd022,20,903.00,182.89,44.76,2.15,1.40,1,18,979.2,18,,msd022,20,False,question,flytrap,2,13,13,4577.75375043,3,-99,question-flytrap-13
msd022,21,133.33,217.25,75.28,3.49,4.87,9,210,990.0,209,88,msd022,21,True,reading,genome,3,1,6,53022.7747504,1,-99,reading-genome-1
msd022,22,131.17,236.07,100.24,3.31,4.92,6,177,884.37,176,98,msd022,22,True,reading,genome,3,2,6,47720.9807504,1,-99,reading-genome-2
msd022,23,139.86,246.56,98.29,2.60,4.17,7,205,814.93,204,80,msd022,23,True,reading,genome,3,3,6,56634.4407504,1,-99,reading-genome-3
msd022,24,163.29,239.43,113.35,3.30,4.79,7,245,781.9,244,76,msd022,24,True,reading,genome,3,4,6,66711.9297504,1,-99,reading-genome-4
msd022,25,115.00,222.36,88.39,4.01,5.84,1,39,1042.43,38,24,msd022,25,False,reading,genome,3,5,6,9820.95175043,0,-99,reading-genome-5
msd022,26,593.50,211.73,78.06,4.28,3.77,4,132,1004.86,131,,msd022,26,False,question,genome,3,1,13,34833.4687504,1,1,question-genome-1
msd022,27,1078.50,263.21,206.87,3.02,3.72,2,57,981.67,56,,msd022,27,False,question,genome,3,2,13,18596.9127504,3,3,question-genome-2
msd022,28,497.25,211.12,70.71,4.65,4.96,4,140,892.51,140,,msd022,28,False,question,genome,3,3,13,36337.9287504,4,2,question-genome-3
msd022,29,1603.00,210.55,82.14,4.26,3.98,1,31,970.81,30,,msd022,29,False,question,genome,3,4,13,9156.98075043,1,1,question-genome-4
msd022,30,688.50,204.64,58.03,4.17,4.15,2,107,845.71,106,,msd022,30,False,question,genome,3,5,13,26598.5517504,1,2,question-genome-5
msd022,31,1100.00,176.35,53.57,6.38,4.83,1,17,947.9,17,,msd022,31,False,question,genome,3,6,13,4797.36475043,4,-99,question-genome-6
msd022,32,1204.00,180.36,99.65,4.10,3.80,1,22,1008.75,21,,msd022,32,False,question,genome,3,7,13,5797.54075043,3,-99,question-genome-7
msd022,33,1304.00,179.1,63.98,3.58,2.27,1,20,911.26,19,,msd022,33,False,question,genome,3,8,13,5438.99675043,4,-99,question-genome-8
msd022,34,1254.00,140.5,39.86,3.21,1.46,1,10,896.91,9,,msd022,34,False,question,genome,3,9,13,2898.06375043,2,-99,question-genome-9
msd022,35,680.00,159.5,45.64,3.42,2.08,2,18,1040.91,17,,msd022,35,False,question,genome,3,10,13,4762.70275043,2,-99,question-genome-10
msd022,36,991.00,157.07,54.52,3.75,3.44,1,15,979.14,15,,msd022,36,False,question,genome,3,11,13,3729.36875043,2,-99,question-genome-11
msd022,37,777.00,246.73,167.75,2.73,1.91,1,11,1071.22,11,,msd022,37,False,question,genome,3,12,13,3762.18175043,2,-99,question-genome-12
msd022,38,868.00,189.0,53.6,3.05,1.63,1,9,1023.82,9,,msd022,38,False,question,genome,3,13,13,2783.83375043,3,-99,question-genome-13
msd022,39,130.00,232.2,85.42,3.37,4.88,3,164,855.29,163,89,msd022,39,True,reading,northpole,4,1,5,43005.4007504,1,-99,reading-northpole-1
msd022,40,139.80,251.33,91.46,3.26,5.14,5,180,766.12,179,80,msd022,40,True,reading,northpole,4,2,5,50793.2407504,1,-99,reading-northpole-2
msd022,41,131.75,251.78,110.53,3.29,5.44,4,142,781.39,142,73,msd022,41,False,reading,northpole,4,3,5,40090.9177504,0,-99,reading-northpole-3
msd022,42,787.00,229.85,91.58,3.37,3.19,2,86,1017.83,85,,msd022,42,False,question,northpole,4,1,13,23837.0357504,2,3,question-northpole-1
msd022,43,338.50,213.28,80.6,4.58,5.33,8,265,858.69,264,,msd022,43,False,question,northpole,4,2,13,68374.4037504,4,3,question-northpole-2
msd022,44,626.50,212.4,70.32,4.22,3.46,2,43,1103.36,43,,msd022,44,False,question,northpole,4,3,13,11846.0487504,1,1,question-northpole-3
msd022,45,880.00,233.32,118.07,3.26,2.98,4,71,939.49,71,,msd022,45,False,question,northpole,4,4,13,22259.6867504,2,2,question-northpole-4
msd022,46,395.83,217.18,89.72,3.64,4.65,6,194,872.47,194,,msd022,46,False,question,northpole,4,5,13,50305.6727504,4,4,question-northpole-5
msd022,47,1003.00,171.46,54.75,5.52,4.74,1,13,1138.84,12,,msd022,47,False,question,northpole,4,6,13,3682.03675043,4,-99,question-northpole-6
msd022,48,931.50,175.64,53.74,4.72,3.97,2,11,1103.39,11,,msd022,48,False,question,northpole,4,7,13,4113.17575043,2,-99,question-northpole-7
msd022,49,1032.00,160.08,66.98,2.97,1.45,1,12,1023.62,12,,msd022,49,False,question,northpole,4,8,13,3251.99275043,4,-99,question-northpole-8
msd022,50,1153.00,145.17,27.0,4.12,2.02,1,6,839.69,6,,msd022,50,False,question,northpole,4,9,13,2209.58275043,2,-99,question-northpole-9
msd022,51,903.00,217.62,110.09,3.24,2.37,1,13,1000.09,13,,msd022,51,False,question,northpole,4,10,13,4042.09175043,3,-99,question-northpole-10
msd022,52,970.00,162.55,44.21,4.77,2.28,1,11,951.73,11,,msd022,52,False,question,northpole,4,11,13,3168.84875043,3,-99,question-northpole-11
msd022,53,904.00,142.64,53.38,4.11,3.38,1,14,959.64,13,,msd022,53,False,question,northpole,4,12,13,3285.43375043,2,-99,question-northpole-12
msd022,54,954.00,162.33,52.96,3.82,1.16,1,6,810.52,6,,msd022,54,False,question,northpole,4,13,13,2083.24575043,3,-99,question-northpole-13
msd022,55,166.00,220.8,86.5,3.44,4.82,9,268,928.65,267,103,msd022,55,True,reading,dickens,1,1,5,68414.7237504,1,-99,reading-dickens-1
msd022,56,115.50,231.73,72.6,3.25,5.08,2,116,849.6,115,67,msd022,56,True,reading,dickens,1,2,5,30223.8977504,1,-99,reading-dickens-2
msd022,57,163.00,229.85,105.19,3.53,5.45,2,137,818.52,136,85,msd022,57,True,reading,dickens,1,3,5,35649.9607504,1,-99,reading-dickens-3
msd022,58,124.67,220.11,74.49,4.07,5.55,3,114,817.95,114,55,msd022,58,False,reading,dickens,1,4,5,29038.2567504,0,-99,reading-dickens-4
msd022,59,454.00,213.42,74.43,4.09,4.75,3,130,1039.42,129,,msd022,59,False,question,dickens,1,1,13,33216.5287504,2,1,question-dickens-1
msd022,60,663.50,199.85,60.56,3.93,3.35,2,103,988.71,102,,msd022,60,False,question,dickens,1,2,13,25184.6607504,3,3,question-dickens-2
msd022,61,375.00,208.68,71.12,4.05,4.41,5,169,905.68,168,,msd022,61,False,question,dickens,1,3,13,42688.3667504,2,1,question-dickens-3
msd022,62,620.50,205.45,75.28,4.16,3.74,2,64,1025.56,63,,msd022,62,False,question,dickens,1,4,13,16600.2157504,4,4,question-dickens-4
msd022,63,401.00,204.59,77.69,3.89,4.30,4,126,938.81,125,,msd022,63,False,question,dickens,1,5,13,31274.3067504,2,3,question-dickens-5
msd022,64,1305.00,200.0,60.35,4.80,3.57,1,13,1031.6,13,,msd022,64,False,question,dickens,1,6,13,4313.71675043,2,-99,question-dickens-6
msd022,65,1004.00,151.27,71.13,4.57,4.69,1,15,907.86,14,,msd022,65,False,question,dickens,1,7,13,3753.38475043,4,-99,question-dickens-7
msd022,66,1023.00,257.73,266.72,3.73,1.93,1,15,1027.29,14,,msd022,66,False,question,dickens,1,8,13,5320.29375043,2,-99,question-dickens-8
msd022,67,1340.00,142.33,45.61,4.06,1.88,1,6,801.55,6,,msd022,67,False,question,dickens,1,9,13,2353.76075043,2,-99,question-dickens-9
msd022,68,748.00,160.4,52.61,4.17,3.10,1,10,921.97,10,,msd022,68,False,question,dickens,1,10,13,2634.89875043,2,-99,question-dickens-10
msd022,69,1074.00,190.08,68.44,4.69,4.30,1,13,950.4,12,,msd022,69,False,question,dickens,1,11,13,3913.72475043,4,-99,question-dickens-11
msd022,70,1553.00,181.8,86.23,3.53,2.33,1,10,962.61,10,,msd022,70,False,question,dickens,1,12,13,3644.01575043,2,-99,question-dickens-12
msd022,71,774.00,132.11,54.02,3.32,1.65,1,9,927.74,8,,msd022,71,False,question,dickens,1,13,13,2151.61375043,3,-99,question-dickens-13
msd023,1,115.25,242.78,111.99,7.17,6.27,4,99,2104.74,98,65,msd023,1,True,reading,genome,3,1,6,28673.3745037,1,-99,reading-genome-1
msd023,2,94.00,236.78,115.89,7.05,6.67,2,96,1951.67,96,68,msd023,2,True,reading,genome,3,2,6,26832.2605037,1,-99,reading-genome-2
msd023,3,119.00,236.1,104.55,6.96,7.20,3,86,1855.99,86,59,msd023,3,True,reading,genome,3,3,6,24014.9365037,1,-99,reading-genome-3
msd023,4,129.33,223.25,108.06,6.49,5.99,3,79,1900.82,78,53,msd023,4,True,reading,genome,3,4,6,21029.0585037,1,-99,reading-genome-4
msd023,5,91.25,207.01,86.33,7.25,6.47,4,89,1943.54,89,63,msd023,5,True,reading,genome,3,5,6,22526.7365037,1,-99,reading-genome-5
msd023,6,107.00,215.2,100.28,6.42,5.54,2,66,1993.07,65,23,msd023,6,False,reading,genome,3,6,6,16962.0765037,0,-99,reading-genome-6
msd023,7,566.50,231.05,109.49,5.27,3.10,2,44,2273.92,43,,msd023,7,False,question,genome,3,1,13,13011.2445037,1,1,question-genome-1
msd023,8,393.50,193.64,72.31,4.27,3.73,2,11,2201.1,10,,msd023,8,False,question,genome,3,2,13,3437.02550372,3,3,question-genome-2
msd023,9,,214.43,92.74,6.92,3.88,0,49,2257.24,48,,msd023,9,False,question,genome,3,3,13,12413.2125037,2,2,question-genome-3
msd023,10,326.00,235.21,94.7,5.93,3.56,3,85,2083.7,84,,msd023,10,False,question,genome,3,4,13,24400.4605037,3,1,question-genome-4
msd023,11,41.00,221.52,73.44,6.71,4.18,1,42,2087.0,42,,msd023,11,False,question,genome,3,5,13,11164.0485037,2,2,question-genome-5
msd023,12,121.50,231.11,153.48,5.63,3.84,2,18,2061.55,17,,msd023,12,False,question,genome,3,6,13,5239.59950371,3,-99,question-genome-6
msd023,13,,165.08,56.56,5.70,4.13,0,13,2063.44,13,,msd023,13,False,question,genome,3,7,13,2554.50550372,3,-99,question-genome-7
msd023,14,,219.22,73.17,5.19,2.20,0,9,1930.35,9,,msd023,14,False,question,genome,3,8,13,2261.48150372,2,-99,question-genome-8
msd023,15,369.50,178.12,50.13,8.96,9.16,2,8,1911.3,8,,msd023,15,False,question,genome,3,9,13,2587.22150372,2,-99,question-genome-9
msd023,16,,211.38,139.47,5.44,3.19,0,8,1955.74,7,,msd023,16,False,question,genome,3,10,13,1873.34350372,2,-99,question-genome-10
msd023,17,1226.00,187.8,77.72,7.38,6.52,1,15,1846.37,15,,msd023,17,False,question,genome,3,11,13,4624.43650372,3,-99,question-genome-11
msd023,18,622.00,167.0,76.02,7.95,9.13,1,8,1884.48,8,,msd023,18,False,question,genome,3,12,13,2263.49550372,3,-99,question-genome-12
msd023,19,602.00,256.77,140.46,4.92,3.02,1,13,2053.98,12,,msd023,19,False,question,genome,3,13,13,4467.06450372,2,-99,question-genome-13
msd023,20,133.00,228.46,110.25,6.93,6.39,1,94,2059.45,93,71,msd023,20,True,reading,northpole,4,1,5,25280.4125037,1,-99,reading-northpole-1
msd023,21,125.17,225.69,107.17,7.08,6.47,6,133,1972.54,133,71,msd023,21,True,reading,northpole,4,2,5,36529.2485037,1,-99,reading-northpole-2
msd023,22,176.75,245.83,112.06,5.77,6.07,4,96,2149.21,96,66,msd023,22,True,reading,northpole,4,3,5,27994.9815037,1,-99,reading-northpole-3
msd023,23,119.00,220.7,88.76,6.23,5.88,4,92,1973.06,92,70,msd023,23,True,reading,northpole,4,4,5,24328.9025037,1,-99,reading-northpole-4
msd023,24,112.00,234.88,113.23,6.49,6.64,1,41,1988.5,40,26,msd023,24,False,reading,northpole,4,5,5,11255.3175037,0,-99,reading-northpole-5
msd023,25,507.00,248.77,116.57,6.09,4.13,2,26,2265.4,26,,msd023,25,False,question,northpole,4,1,13,8601.30450372,3,3,question-northpole-1
msd023,26,389.00,214.32,74.31,6.91,4.83,2,82,2091.91,81,,msd023,26,False,question,northpole,4,2,13,21817.9955037,3,3,question-northpole-2
msd023,27,,248.93,107.34,4.59,3.53,0,14,2112.81,13,,msd023,27,False,question,northpole,4,3,13,3923.89950372,1,1,question-northpole-3
msd023,28,,255.72,83.9,3.84,2.85,0,36,2109.23,35,,msd023,28,False,question,northpole,4,4,13,10217.7295037,2,2,question-northpole-4
msd023,29,286.50,226.08,113.59,6.06,4.85,2,76,2195.8,75,,msd023,29,False,question,northpole,4,5,13,20723.9015037,2,4,question-northpole-5
msd023,30,782.00,197.38,55.83,5.69,2.13,1,8,2118.86,8,,msd023,30,False,question,northpole,4,6,13,2745.15150371,2,-99,question-northpole-6
msd023,31,514.00,249.71,118.99,5.61,3.59,1,24,2187.8,23,,msd023,31,False,question,northpole,4,7,13,7422.39750372,2,-99,question-northpole-7
msd023,32,474.00,215.57,92.11,8.51,10.30,1,7,1949.6,7,,msd023,32,False,question,northpole,4,8,13,2285.44950372,3,-99,question-northpole-8
msd023,33,265.00,101.29,57.28,7.67,9.73,2,7,1939.84,7,,msd023,33,False,question,northpole,4,9,13,1486.15850372,2,-99,question-northpole-9
msd023,34,523.00,174.0,76.53,7.42,7.91,1,9,1918.14,9,,msd023,34,False,question,northpole,4,10,13,2449.74150372,3,-99,question-northpole-10
msd023,35,,155.62,90.22,5.77,3.28,0,8,2068.9,7,,msd023,35,False,question,northpole,4,11,13,1451.56250372,3,-99,question-northpole-11
msd023,36,,212.4,69.85,5.12,3.34,0,5,1890.93,4,,msd023,36,False,question,northpole,4,12,13,1153.12450372,3,-99,question-northpole-12
msd023,37,,155.12,98.39,4.31,2.17,0,8,1854.94,7,,msd023,37,False,question,northpole,4,13,13,1411.12050372,2,-99,question-northpole-13
msd023,38,286.20,205.58,96.69,6.51,5.99,5,84,2107.61,84,65,msd023,38,True,reading,dickens,1,1,5,22114.9545037,1,-99,reading-dickens-1
msd023,39,171.00,211.66,91.65,7.26,6.45,1,62,1950.45,61,53,msd023,39,True,reading,dickens,1,2,5,15726.6185037,1,-99,reading-dickens-2
msd023,40,144.50,217.68,95.26,6.42,5.95,2,66,1808.57,66,57,msd023,40,True,reading,dickens,1,3,5,17176.9955037,1,-99,reading-dickens-3
msd023,41,128.00,197.69,91.61,7.33,6.50,2,70,1966.04,69,43,msd023,41,True,reading,dickens,1,4,5,17044.1905037,1,-99,reading-dickens-4
msd023,42,165.00,191.16,69.79,7.37,6.43,1,56,1907.47,55,48,msd023,42,True,reading,dickens,1,5,5,13143.6125037,1,-99,reading-dickens-5
msd023,43,,218.0,47.91,8.85,7.73,0,6,2326.99,5,4,msd023,43,False,reading,dickens,1,5,5,1488.33550372,0,-99,reading-dickens-5
msd023,44,316.00,195.91,73.48,6.79,5.24,2,55,2112.63,54,,msd023,44,False,question,dickens,1,1,13,13788.0345037,1,1,question-dickens-1
msd023,45,456.00,219.56,88.6,6.29,3.82,1,32,2090.56,31,,msd023,45,False,question,dickens,1,2,13,8810.86250371,3,3,question-dickens-2
msd023,46,,187.23,77.12,6.62,3.64,0,39,2074.95,38,,msd023,46,False,question,dickens,1,3,13,8873.99650372,1,1,question-dickens-3
msd023,47,453.00,228.0,149.42,6.10,5.20,1,16,1881.1,16,,msd023,47,False,question,dickens,1,4,13,4656.19850372,4,4,question-dickens-4
msd023,48,142.00,223.04,104.41,6.02,4.41,1,50,2009.73,49,,msd023,48,False,question,dickens,1,5,13,13132.8315037,2,3,question-dickens-5
msd023,49,389.00,166.67,29.14,10.74,14.35,1,3,1974.33,3,,msd023,49,False,question,dickens,1,6,13,994.401503715,2,-99,question-dickens-6
msd023,50,79.00,150.11,69.0,4.56,2.87,1,9,1948.69,8,,msd023,50,False,question,dickens,1,7,13,1697.80450372,3,-99,question-dickens-7
msd023,51,,257.56,109.67,5.08,3.57,0,9,1972.45,8,,msd023,51,False,question,dickens,1,8,13,2542.76450372,3,-99,question-dickens-8
msd023,52,445.00,122.4,47.03,9.54,12.38,1,5,1645.61,5,,msd023,52,False,question,dickens,1,9,13,1268.36250372,2,-99,question-dickens-9
msd023,53,484.00,181.2,81.24,9.22,6.02,1,5,1902.97,5,,msd023,53,False,question,dickens,1,10,13,1577.93150371,2,-99,question-dickens-10
msd023,54,466.00,175.83,62.79,12.22,8.73,1,6,2008.01,6,,msd023,54,False,question,dickens,1,11,13,1804.10450371,3,-99,question-dickens-11
msd023,55,,245.6,141.09,6.53,4.10,0,5,1856.44,4,,msd023,55,False,question,dickens,1,12,13,1321.05250372,3,-99,question-dickens-12
msd023,56,581.00,165.33,54.6,2.25,1.48,1,6,2020.85,6,,msd023,56,False,question,dickens,1,13,13,1851.21050371,2,-99,question-dickens-13
msd023,57,115.00,228.44,110.09,6.58,6.42,1,101,1917.2,101,68,msd023,57,True,reading,flytrap,2,1,6,27143.5215037,1,-99,reading-flytrap-1
msd023,58,173.50,216.65,80.25,7.50,6.40,2,83,1826.19,83,59,msd023,58,True,reading,flytrap,2,2,6,21861.2825037,1,-99,reading-flytrap-2
msd023,59,197.50,209.28,91.83,6.48,5.54,2,64,1846.53,63,55,msd023,59,True,reading,flytrap,2,3,6,16284.7175037,1,-99,reading-flytrap-3
msd023,60,156.00,226.22,99.56,7.18,6.10,2,64,1943.79,63,44,msd023,60,True,reading,flytrap,2,4,6,17423.3315037,1,-99,reading-flytrap-4
msd023,61,172.50,202.16,90.55,6.31,5.27,2,55,1740.65,54,42,msd023,61,True,reading,flytrap,2,5,6,13601.7295037,1,-99,reading-flytrap-5
msd023,62,178.00,217.78,111.6,6.51,5.75,2,55,1903.21,55,43,msd023,62,True,reading,flytrap,2,6,6,14508.6985037,1,-99,reading-flytrap-6
msd023,63,,261.67,206.02,1.85,1.05,0,3,2246.84,2,2,msd023,63,False,reading,flytrap,2,6,6,835.280503715,0,-99,reading-flytrap-6
msd023,64,350.67,218.41,113.38,6.50,4.95,3,34,2035.18,34,,msd023,64,False,question,flytrap,2,1,13,10224.9125037,1,1,question-flytrap-1
msd023,65,332.00,235.58,74.39,6.80,5.14,2,33,2005.43,33,,msd023,65,False,question,flytrap,2,2,13,9715.75650371,3,3,question-flytrap-2
msd023,66,272.50,207.53,114.38,7.17,5.65,2,57,2079.99,57,,msd023,66,False,question,flytrap,2,3,13,14651.4325037,4,4,question-flytrap-3
msd023,67,119.50,208.0,85.49,6.03,4.54,2,31,1897.61,30,,msd023,67,False,question,flytrap,2,4,13,7963.56350371,2,2,question-flytrap-4
msd023,68,260.67,203.15,99.93,6.81,4.61,3,66,1973.12,65,,msd023,68,False,question,flytrap,2,5,13,17029.5805037,2,2,question-flytrap-5
msd023,69,735.00,152.0,48.51,6.87,1.76,1,3,1958.09,3,,msd023,69,False,question,flytrap,2,6,13,1258.27550372,2,-99,question-flytrap-6
msd023,70,,214.33,76.86,2.66,2.22,0,6,1840.78,5,,msd023,70,False,question,flytrap,2,7,13,1357.58150372,3,-99,question-flytrap-7
msd023,71,,186.5,78.61,4.36,3.91,0,6,1642.73,6,,msd023,71,False,question,flytrap,2,8,13,1237.98250372,2,-99,question-flytrap-8
msd023,72,,218.0,138.88,5.50,0.62,0,4,1616.28,3,,msd023,72,False,question,flytrap,2,9,13,933.726503715,2,-99,question-flytrap-9
msd023,73,,179.71,92.11,3.84,1.93,0,7,1792.72,6,,msd023,73,False,question,flytrap,2,10,13,1410.07250372,2,-99,question-flytrap-10
